Index	text	level
360	Aan The Piano lag het niet, maar toch viel Fien in een put van patriarchale ellende Regisseur Jane Campion (The Piano, 1993) is de enige vrouw ooit die een Gouden Palm won. En dat is niets om te vieren, vreest columnist Fien Veldman. Omdat ik The Piano keek, een film uit 1993 die gerestaureerd is en nu weer draait, verdiepte ik me in Jane Campion, de maker van deze film. Als je haar naam googelt, lees je vrijwel overal dat Jane Campion ‘de eerste en enige vrouw is’. Een soort Eva, van Adam en Eva, maar dan van de filmwereld in plaats van het aards paradijs. De eerste en enige vrouw die ooit een Palme d’Or heeft gekregen, de belangrijkste prijs op het filmfestval van Cannes. De eerste film met de female gaze als leidend perspectief. Volgens de BBC Culture Poll was The Piano de beste film ooit – de beste film ooit gemaakt door een vrouw dan. Ze was de tweede vrouw (oké, dus niet de éérste, maar toch) die genomineerd werd voor een Oscar voor beste regie (ze won hem niet). In plaats van de empowerment die ik wellicht zou moeten voelen bij dit soort omschrijvingen, viel ik in een diepe zwarte put van patriarchale ellende en kwam ik er niet meer uit. Ik schrijf dus dit artikel van helemaal onderin die put, waar slechts een minuscuul streepje zonlicht mij herinnert aan de rest van de wereld, maar de put is vooral erg donker en kil, voelt dichterbij het middelpunt van de aardbol dan bij de oppervlakte,	B2+
361	Glenn Close is helemaal klaar met de seksistische literaire wereld in The Wife (en Fien ook) In The Wife zien we Glenn Close de hele tijd kritisch kijken naar haar echtgenoot. Zit 'ie daar met zijn Nobelprijs, terwijl zij, ook getalenteerd schrijver, altijd tweede viool heeft moeten spelen. Fien neemt deze scheve genderverhoudingen in de literaire wereld eens onder de loep. Op Twitter zag ik onlangs een foto voorbijkomen van een boekwinkel die in de etalage alle romans met titels zoals Het meisje in de trein, Twee vrouwen en De weduwe voorzien had van briefjes met de werkelijke namen van deze personages. Daar dacht ik aan toen ik The Wife zag. The Wife heet Joan Castleman – door haar man liefkozend (en/of misschien ietwat kleinerend) Joanie genoemd, en wordt gespeeld door Glenn Close. Joan is een getalenteerde, scherpe vrouw wiens echtgenoot Joe de Nobelprijs voor de Literatuur heeft gewonnen. (Dat is overigens totaal onrealistisch want Joe Castleman is een Amerikaanse man en de Nobelprijs voor de Literatuur wordt al jaren niet meer gewonnen door witte Amerikaanse mannen behalve Bob Dylan, maar dat is een muzikant dus dat telt niet echt. Maar goed, eerst moet de Zweedse Academie natuurlijk hun #MeToo-gerelateerde problematiek oplossen en de Nobelprijs voor de Literatuur überhaupt weer eens uitreiken, en dat dat dan niet wordt gedaan door mensen die misbruik goedpraten etc.	B2
362	Fien droomt van een Spaans avondje op de bank met Penélope en Javier (maar komt bedrogen uit) Todos lo saben kijken in landelijk Spanje, wat moet dat heerlijk zijn. Maar terwijl Penélope Cruz en Javier Bardem veelbetekende blikken uitwisselen, is Fien vooral druk met stroomstoringen en de creatieve uitspattingen van haar buren. In Todos lo saben, Ashgar Farhadi's nieuwste familiedrama, keert Laura (Penélope Cruz) voor een bruiloft terug naar haar Spaanse geboortedorp, samen met haar kinderen. Farhadi heeft zijn thuisland Iran dus ingeruild voor het Spaanse platteland. Dat portretteert hij als een plek waar oude vrouwtjes op het balkon de was ophangen terwijl hun mannen in het café zitten te kaarten, waar puberjongens met hun scooter over landweggetjes rijden, waar iedereen elkaar groet op het dorpsplein. En waar de kleur van het zonlicht doet denken aan een Instagramfilter. De hele maand breng ik door in een huis aan de voet van een Catalaanse berg, aan de rand van precies zo'n Spaans dorp, waar zich een paar internationale kunstenaars verzameld hebben om in alle rust en afzondering, tsja, kunst te maken. Het dorpsplein is net zo idyllisch, het zonlicht net zo goudgeel. Alleen Penélope en haar tegenspeler (en echtgenoot) Javier Bardem ontbreken. Oftewel: een perfect moment om deze film te kijken. Op een incidenteel regenachtige dag heb ik mij geïnstalleerd op de bank in het eeuwenoude verblijf, waar de wind de zware houten deuren doet kraken.	B2
363	Leven is lijden, ook (of juist) als je weet wat liefde dan is Fien had liefdesverdriet, en dus ging ze naar de film die haar allergrootste vraag zou beantwoorden: Wat is dan liefde (zonder vraagteken, maar dat komt door André Hazes). Eergister maakte iemand het met me uit, dus gister zat er niets anders op dan naar Wat is dan liefde te gaan. Je moet toch wat met je liefdesverdriet en ik word graag getroost door mijn beste vrienden, oftewel die zeven acteurs die ons land rijk is en die dus iedere rol spelen (alhoewel Waldemar Torenstra deze keer eens niet op de aftiteling staat). Ik ken ze inmiddels door en door, heb alle ups en downs met ze meegemaakt – een onverwachte romance in Zeeland, eeuwige bruilofts-problematiek, perikelen in een brasserie van Georgina Verbaan et cetera. Closer dan dit kunnen we niet worden, dus logisch dat ik me tot hen wend wanneer ik wat zekerheid nodig heb in het leven. Wat is dan liefde is ook nog eens een romkom met de vraag der vragen als titel, wat perfect is voor iemand in mijn tragische, liefdeloze, situatie. Want ik wil inderdaad heel graag weten wat liefde dan is. Vertel het me. Voordat ik ‘m gezien had hield deze film mij overigens al uitvoerig bezig, want waarom heeft de titel	B1+
364	Wat als de Beatles niet bestonden? Dan was Fien niet helemaal gestoord geworden van Here Comes The Sun Fien ging naar Yesterday en zag daar een wereld waarin The Beatles nooit hebben bestaan. Daar kan ze zich prima wat bij voorstellen. Ik val maar meteen met de deur in huis: The Beatles zijn overschat. Ob-La-Di, Ob-La-Da. (En als je de link volgt: dat iemand – waarschijnlijk zelfs een club van iemanden – de moeite heeft genomen om dit verschrikkelijke lied in 2009 te remasteren, dat gaat mij totaal boven de pet.) Het bestaan van Ob-La-Di, Ob-La-Da is de eerste van een oneindige lijst redenen waarom ik de overdreven liefde voor The Beatles niet begrijp, en deze reden zal helaas wel de rest van deze dag in je hoofd blijven zitten. Even voor alle duidelijkheid: de schuld van dit lied ligt toch echt bij The Beatles, niet bij mij. Maar om mijn argument nog even wat kracht bij te zetten: Hey Jude. Let It Be. All You Need Is Love. KOM OP MENSEN. Zo briljant is het echt niet. Oké, ik zal geen uitvoerige lijst maken waarom The Beatles overschat zijn. Dat zíjn ze wel, maar A. daar heb ik geen zin in (en het is gelukkig al eerder gedaan)	B1+
365	Ze overleefde de Holocaust, werd sekstherapeut, was ooit scherpschutter en is ook een lief omaatje: Dr. Ruth laat zien dat ‘normaal’ niet bestaat Columnist Fien Veldman ging naar documentaire Ask Dr. Ruth en maakte kennis met de vrouw die de Amerikaanse televisiekijker als eerste ooit op het woord ‘clitoris’ trakteerde. Dr. Ruth K. Westheimer noemt haar inmiddels overleden echtgenoot consequent Fred Westheimer, inclusief achternaam, en is wat mij betreft alleen daarom al een bron van inspiratie. In documentaire Ask Dr. Ruth blijkt de rest van haar leven net zo bijzonder. De joodse Westheimer wordt in 1928 geboren in Duitsland als Karola Siegel en overleeft de Holocaust omdat ze door haar ouders op een kindertransport naar een Zwitsers weeshuis wordt gezet. Haar vader en moeder overleven de oorlog niet, en pas tijdens de opnames van deze documentaire komt ze erachter wat er met hen is gebeurd. Als zeventienjarige vertrekt Westheimer per schip naar Palestina: daar verandert ze haar voornaam in Ruth (Karola wordt ‘te Duits’ gevonden door haar medebewoners in de kibboets) en wordt ze actief als scherpschutter in het Israëlische leger. Van haar vroege jeugd bestaan geen archiefbeelden, dus de documentairemakers gebruiken scènes in animatievorm. Na haar emigratie naar de Verenigde Staten besluit ze psychologie te gaan studeren - en wat een opvallende studiekeuze lijkt, wordt door de makers van de documentaire in een begrijpelijke context geplaatst.	B1
366	Waarom Booksmart het high-school-huisfeestjes-genre overstijgt Fien ging naar Booksmart, een film die veel wordt vergeleken met Superbad en al die andere films met puberale jongens. Maar het is best wel zonde om deze film alleen maar in dat kader te plaatsen. Het is de laatste schooldag van het laatste jaar en beste vriendinnen Molly (Beanie Feldstein) en Amy (Kaitlyn Dever) zijn bezig met hun administratie. Zelfs hun leraar zegt tegen ze dat ze even moeten relaxen, dat ze moeten genieten van hun vrijheid, maar het duo staat bekend om hun goede cijfers & hun goede gedrag, en kan dat nog niet helemaal loslaten. De één gaat na de zomer naar Yale, de ander gaat tampons maken in Botswana voordat ze naar Colombia gaat. En aangezien de boeken al die jaren voorrang kregen, schoot een sociaal leven er bij in. Best een awkward moment dus, als Molly en Amy erachter komen dat hun feestende, skateboardende, wiet-rokende klasgenoten óók allemaal toegelaten zijn tot Stanford en Harvard, of gaan werken bij Google. Het een sloot het ander dus helemaal niet uit: they could have had both! Molly en Amy besluiten één nacht lang te gaan feesten, ter compensatie voor al hun serieuze jaren. Op naar het zwembadfeest bij de knapste jongen van de klas. Booksmart is op het eerste gezicht een lichtelijk typische high school-film, met als overduidelijke uitzondering dat deze film gaat over twee jonge vrouwen.	B1+
367	Waarom Greta Gerwig niet voor een Oscar is genomineerd? Virginia Woolf wist het al, en dat maakt me soms wanhopig De roman Little Women is anderhalve eeuw oud, maar volg de lijn van Louisa May Alcott in 1868 via Virginia Woolf in 1928 naar Greta Gerwig in 2020, en je ziet dat er teleurstellend weinig is veranderd. ‘I can’t get over my disappointment of being a girl,’ zegt Jo March, een van de vier zussen uit Little Women, gespeeld door Saoirse Ronan. Ze knipt haar haar af, ze rent door de velden, ze weigert een huwelijk, maar het mag niet baten. Het vrouw-zijn ís ook een enorme teleurstelling in Amerika in de negentiende eeuw. Je mag niet werken, je mag je eigen geld niet verdienen of beheren, je mag niet naar school én je mag het leger niet in. Je kunt, zoals tante March de zussen op het hart drukt, het beste maar met een rijke man trouwen, dan heb je nog enige kans van slagen in het leven. Ik schreef ‘in het Amerika van de negentiende eeuw,’ want Louisa May Alcott schreef haar boek Little Women in het Massachusetts van 1868, maar ook in Nederland stonden getrouwde vrouwen (tot 1956!) onder het wettelijk gezag van hun mannelijke echtgenoot, waardoor ze geen rekening konden openen en geen grote uitgaven mochten doen.	B1+
368	Wat Maurice ons leert over de kast (en hoe er uit te komen) Ook in crisistijd keek Fien een film: Maurice (nu online te zien op Vitamine Cineville). Een queer verhaal uit de jaren tachtig met een happy end. Hoera! En: hoe dan?! Nu we allemaal opgesloten zitten in ons huis, keek ik op Vitamine Cineville een film (Maurice) over die andere vorm van zelfisolatie, of preciezer zelfs, isolatie opgedragen door de maatschappij: de kast. (Probeer ik een gay bruggetje te maken vanuit onze gedeelde treurige situatie? Ja. Lukt het? Nee. Sorry lezer, ieder haar eigen copingmechanisme.) ‘Publishable, but worth it?’ Dat schreef E. M. Forster op een briefje bij het manuscript van Maurice, de roman die hij in 1915 schreef over een jonge student die vrede probeert te sluiten met zijn geaardheid. Maurice werd pas uitgegeven na de dood van Forster, in 1971 (het werd verfilmd in 1987). Het was het dus niet waard, kunnen we concluderen – de ophef, de controverse, het risico op het einde van Forsters carrière als romancier. Forster was niet alleen huiverig om het onderwerp homoseksualiteit te bespreken, minstens zo controversieel was de ontknoping van het verhaal: Maurice heeft namelijk een happy end. Dat homo’s überhaupt bestonden werd in de literaire wereld van de vroege twintigste eeuw wellicht schoorvoetend geaccepteerd, maar dat ze een gelukkig (liefdes)leven konden leiden?	B2+
369	De coronacrisis heeft onze stad en de gemeente in 2020 hard geraakt. De maatregelen die zijn genomen om de crisis het hoofd te bieden, hadden (en hebben nog steeds) enorme gevolgen voor het dagelijks leven van onze inwoners, ondernemers en bezoekers. Daarnaast heeft de coronacrisis ook een groot effect op de financiën van onze stad. Door de crisis zijn een aantal grote inkomstenbronnen het afgelopen jaar sterk teruggelopen; door het wegblijven van bezoekers ontvingen we minder aan inkomsten uit toeristenbelasting en namen de opbrengsten uit straatparkeren af. Ook zagen we de dividenden van onze deelnemingen zeer sterk teruggelopen. We hebben vanuit het Rijk meerdere steunpakketten ontvangen. Desondanks laat het jaar 2020 onderaan de streep een flink negatief rekeningresultaat zien. Gedurende het jaar is afgesproken de Algemene reserve te gebruiken om het tekort in 2020 op te vangen. Het college heeft daarnaast afgelopen zomer een herstelpakket opgesteld voor de jaren 2021 en verder, met tevens een herstelplan voor het aanvullen van de Algemene reserve. Door de Algemene reserve in te zetten om de eerste crisiseffecten op te vangen, is er bewust voor gekozen te blijven investeren in de stad. Zo zijn er langjarige contracten herstel van kades en bruggen en is er een noodkas van € 50 miljoen ingesteld voor extra crisismaatregelen.	B2
370	1.17 Financieringsstelsel 1.17.1 Zorgverzekeringswet Voor de curatieve zorg moeten mensen een zorgverzekering afsluiten bij een zorgverzekeraar. Dat staat in de Zorgverzekeringswet (Zvw). De overheid bepaalt wat er in het basispakket zit. Als mensen een groot deel van hun inkomen moeten betalen aan de zorgpremie, komen ze in aanmerking voor een zorgtoeslag (teruggave) via de belasting. De zorgverzekeraar levert in natura of betaalt de rekening die je indient (restitutie). Bij je zorgverzekeraar kun je je ook voor extra zorg verzekeren via een aanvullend pakket. 1.17.2 Wet langdurige zorg De Wet langdurige zorg (Wlz) is een verzekering voor de kosten van langdurige zorg (care), zoals langdurig verblijf in een zorginstelling. Iedereen betaalt daaraan mee. Het Centrum Indicatiestelling Zorg (CIZ) stelt de indicatie vast voor langdurig verblijf met zorg in een instelling. Je kunt er soms ook voor kiezen om geld te ontvangen om zelf de zorg te regelen: persoonsgebonden budget (pgb). Sinds 2015 stellen wijkverpleegkundigen de indicatie voor verzorging en verpleging thuis. 1.17.3 Wet maatschappelijke ondersteuning De Wet maatschappelijke ondersteuning (Wmo) schept voorwaarden, voorzieningen en hulp om mee te kunnen doen in de maatschappij. Gemeenten moeten ervoor zorgen dat de inwoners in staat gesteld worden om te participeren. De jeugdzorg en jeugd-ggz vallen onder de Jeugdwet. Gemeenten zijn daar verantwoordelijk voor.	B1+
371	Flamenco is een muziekgenre en een bijbehorende dans afkomstig uit de zuidelijke provincies van Spanje. Kenmerkend voor deze muziekvorm zijn de soms Arabisch aandoende klanken, de uitbundige muzikale versieringen rondom het thema en het sterke ritme binnen een twaalftelssysteem. De basis van de flamenco vormt de cante flamenco, de flamencozang. In de meest basale uitvoering wordt de cante vaak met een ritmisch geklop (al golpe; golpear = kloppen, tikken) begeleid door te kloppen met de knokkels op tafels, te tikken met een stok op de grond (cano roto), door het knippen in de vingers (pitas) of met klappen in de handen (palmas). Tegenwoordig wordt de zang meestal begeleid door de Spaanse gitaar en palmas, soms aangevuld met een tinaja (vaas, in Afrika een udu) en sinds de jaren 70 van de twintigste eeuw de cajón. Ofschoon cante en baile uiteindelijk door veel klassieke instrumenten als fluit, piano, viool en cello kunnen worden begeleid, blijft dit in de praktijk meestal de flamencogitaar. Cante flamenco kan (ook ritmisch) worden ondersteund door de baile flamenco, de expressief-ingetogen flamenco-dansstijl die zich kenmerkt door krachtige gratie en vaak ingewikkelde handbewegingen en voetenwerk (taconeo). De flamenco muziek wordt doorgaans niet genoteerd, maar net als veel andere volksmuziek oraal en via overlevering aan de volgende generatie doorgegeven.	B2
372	Flashcards als studiehulp Geplaatst op 12/05/2020door Bernard Flashcards gebruiken bij het leren van Natuurkunde? Dat is niet zomaar logisch. Flashcards herinner ik me vooral van het leren van woordjes in een vreemde taal. Op de ene kant een Nederlands woord en op de andere kant de vertaling. Vroeger ging dat op papier maar tegenwoordig steeds vaker in een digitale vorm. Een flashcard heeft aan de voorkant eigenlijk een vraag: “Wat is de vertaling van …?”. En je geeft antwoord op de vraag in je hoofd, bekijkt het antwoord achterop, en als je het woord driemaal goed heb dan gooi je het kaartje uit de stapel. En de volgende dag doe je dat weer. Zo herhaal je de woordjes en komen ze bijna vanzelf in je geheugen te staan. Flashcards gaan altijd over leervragen, reproductie vragen. Het lukt niet om opgaven te leren maken met een flashcard en het lukt ook niet om inzicht te oefenen met flashcards. Bij het leren van Natuurkunde neemt het aantal reproductievragen in toetsen snel af in de hogere leerjaren. Docenten willen gewoon sommen zien of weten of een leerling inzicht heeft. Maar los daarvan moet de leerling wel dingen weten (ook als we er niet naar vragen). Je kan de inclinatie niet uitrekenen als je niet weet wat het is. Voor het onderwerp magnetisme (introductie, 5V) heb ik flashcards gemaakt die	B1
373	‘Flatten the curve’ in zorggebruik ouderen We krijgen meer ouderen met meer diversiteit, maar minder zelfredzaamheid in tijden van minder handen in de zorg Ouderen leven steeds langer. Maar niet van alle ouderen neemt de levensverwachting toe. De leeftijd waarop ouderen met een lagere sociaaleconomische status (lage ses) en migrantenouderen gemiddeld overlijden is al jaren hetzelfde. Zij leven niet steeds langer. Er zijn vier factoren om rekening mee te houden als het gaat om wonen, (publieke) zorg en welzijn voor ouderen: ouderen leven langer thuis maar kunnen dat niet allemaal zelfstandig, de vergrijzing is gekleurd en ongezonder, er is een groeiend tekort aan handen in de zorg, en gezonder oud worden is complex. Vier factoren ouderenzorg 1. Ouderen blijven langer thuis wonen Geïnstitutionaliseerde ouderenzorg waarin Nederland lang uniek was, is met de toenemende vergrijzing niet langer financieel haalbaar. Het past ook bij de emancipatiebeweging van de ouder wordende mens om langer te willen genieten van een zelfstandig leven. ’70 is het nieuwe 60’, ’80 is het nieuwe 70’, ’90’ is het nieuwe ‘80’. Langer zelfstandig leven betekent echter dat we ervan uitgaan dat mensen zelf de verantwoordelijkheid kunnen nemen om zo lang mogelijk gezond te blijven. Zelfstandigheid vereist immers zelfredzaamheid. En zelfredzaamheid vereist een bepaalde mate van gezondheid (fysiek en geestelijk) en mobiliteit. 	B1+
374	Flevoland Flevoland is één van twaalf provincies van Nederland. Flevoland is de jongste provincie van Nederland. Waar vroeger de Zuiderzee lag, ligt nu Flevoland. Flevoland bestaat uit 3 landstreken: Noordoostpolder, Oostelijk Flevoland en Zuidelijk Flevoland. Ook de voormalige eilanden Urk en Schokland zijn bij deze provincie gevoegd. In het noorden grenst Flevoland aan Overijssel en Friesland. In het oosten aan Gelderland, in het zuiden aan Utrecht en Noord-Holland en ook in het westen aan Noord-Holland. Ook het grootste stuk van het Markermeer en het IJsselmeer hoort bij Flevoland. Algemeen In Flevoland is veel plek voor open ruimte en veel strakke indeling. Flevoland bestaat uit twee delen: de Noordoostpolder en de Flevopolder. De Flevopolder is een soort van eiland dat het vele bruggen, een spoortunnel en een dijk met het land is verbonden. De Flevopolder kan je weer verdelen in Oostelijk Flevoland en Zuidelijk Flevoland. Flevoland ligt ongeveer 5 meter onder de zeespiegel. De Flevopolder De Flevopolder bestaat uit twee delen: Oostelijk Flevoland met de steden Dronten en Lelystad en Zuidelijk Flevoland met Almere en Zeewolde. Twee gemalen, gemaal van Blocq van Kuffeler en Gemaal Wortman waarvan een in elk gebied staat, zorgen voor de waterafvoer in de gebieden. In het Oosten en Westen liggen twee kanalen. De Hoge Vaart en de Lage Vaart. Deze twee kanalen worden door een ander kanaal met elkaar verbonden: de Larservaart.	B1
375	Het Formule 1-seizoen in 2019 is het 70e Formule 1-seizoen. Het seizoen startte op 17 maart 2019 met de Grand Prix van Australië en eindigt op 1 december 2019 met de Grand Prix van Abu Dhabi. Momenteel is Lewis Hamilton van Mercedes de huidige koploper met 290 punten, gevolgd door Valtteri Bottas ook van Mercedes met 188 punten en als derde Max Verstappen met 181 punten die uitkomt voor Red Bull Racing. Bij de teams staat Mercedes met een ruime voorsprong voor met 438 punten gevolgd door Ferrari met 288 punten en ten slotte Red Bull met 244 punten. Bij dit seizoen vond ook de 1000e Grand Prix race plaats, deze was die van China. Sinds dit seizoen kan een coureur ook een bonuspunt krijgen als hij de snelste ronde van een Grand Prix rijdt. Kalender Grand Prix van Australië Albert Park Street Circuit De Grand Prix van Australië 2019 vond plaats op 17 maart op het Albert Park Street Circuit in Melbourne. Het is als traditie al 9 jaar altijd de eerste race van het seizoen. Bij de vrije trainingen was Lewis Hamilton het snelste. Bij alle 3 vrije trainingen was Lewis Hamilton eerste. Bij de kwalificatie behaalde hij tevens ook de pole position met een tijd van 1:20.486, gevolgd door teamgenoot Valtteri Bottas met een tijd van 1:20.598. Max Verstappen werd vierde met 1:21.320. Bij de wedstrijd reden drie coureurs hun eerste Grand Prix.	A2+
376	Fossielen zijn oude resten van dieren of planten in steen. Weet je dat fossielen wel miljarden jaren oud kunnen zijn? Wat zijn fossielen? Fossielen zijn versteende dieren of planten. Soms vinden we hele skeletten terug. Maar het kunnen ook sporen van dieren of planten zijn, zoals pootafdrukken, eieren, drollen en schelpen. De overblijfselen zijn na al die jaren versteend of in steen bewaard gebleven. Ontstaan Dode dieren en planten veranderen niet zomaar in een fossiel. Ze kunnen alleen verstenen als ze direct door een dikke laag slib, zand of klei worden bedekt. Die laag zorgt ervoor dat: - de dode dieren of planten niet worden opgegeten. Want door de laag kunnen andere dieren er niet bij. - de dode dieren of planten niet verrotten. Het zand, klei of slib dekt het dier of de plant luchtdicht af. Daardoor komt er geen zuurstof bij. Zonder zuurstof kan iets niet rotten. Veel fossielen ontstonden op de bodem van de zee. Zo zijn er dinosauriërs gevonden op plekken waar miljarden jaren geleden nog zee was. De dieren gingen dood en kwamen op de bodem van de zee terecht. Daar werden ze snel bedekt met slib en zand. Er kwam steeds meer slib en zand op te liggen. Door het gewicht van al die lagen veranderden ze uiteindelijk in steen. Dat duurde wel tienduizenden jaren.	B2
377	Fotosynthese Fotosynthese is een proces in een plant. Planten maken glucose met behulp van energie uit zonlicht. Dit gebeurt in de groene delen van de plant, vooral in de bladeren. De bladeren nemen via de huidmondjes koolstofdioxide op uit de lucht. De wortelharen nemen water (en mineralen) op, dat via de wortels en stengels naar de bladeren wordt vervoerd. In de bladeren wordt van koolstofdioxide en water glucose gemaakt. Glucose is een soort suiker. Glucose wordt in de cellen van de bladeren direct omgezet in zetmeel. Zonlicht levert de energie die nodig is voor de fotosynthese. Het zonlicht wordt opgevangen door het bladgroen in de bladeren. Bij de fotosynthese ontstaat ook zuurstof. Zuurstof verlaat het blad weer door de huidmondjes. De fotosynthese is een belangrijke voorwaarde voor het bestaan op aarde; zonder zuurstof is immers geen leven mogelijk. Huidmondjes In de opperhuid van de bladeren liggen huidmondjes. Door de huidmondjes kan water (vocht) verdampen. Ook gaat koolstofdioxide het blad in. Via de huidmondjes gaat zuurstof het blad uit. Het open- en dichtgaan de huidmondjes wordt geregeld door twee sluitcellen. De sluitcellen kunnen van vorm veranderen. Ze bevatten ook bladgroenkorrels. Huidmondjes zitten bij landplanten aan de onderkant van het blad. Zo komen ze niet vol water en stof. Bij waterplanten met bladeren op het water, zitten de huidmondjes aan de bovenkant van het blad.	B1
378	Prehistorie: Gallië en Romeinen De Romeinen legden veel wegen en aquaducten aan, waarvan Pont du Gard waarschijnlijk de bekendste is. Er wonen al heel lang mensen in Frankrijk. Bij opgravingen zijn voorwerpen van mensen gevonden die al meer dan 400.000 jaar oud zijn. Ongeveer rond 1200 voor Chr. kwam een Keltisch volk, de Galliërs, naar Frankrijk en rond 600 v. Chr. kwamen er Grieken naar Frankrijk om handel te drijven. Zij stichtten aan de Middellandse Zeekust de eerste stad van Frankrijk: Massalia (Μασσαλία, tegenwoordig bekend als Marseille). De Grieken stichtten nog meer steden, zoals Antipolis (Antibes) en Nicaea (Nice). Ze verbleven vooral aan de zuidkust van Gallië, zoals men het gebied ging noemen, maar later trokken ze via de vallei van de Rhône ook een eind het binnenland in. In 121 v. Chr. kwamen de Romeinen naar Gallië. Zij veroverden de zuidelijke streken van Gallië en noemden die Gallia Narbonensis of provincia nostra (onze provincie). De naam van de streek de Provence is van provincia nostra afgeleid. Van 58 tot 50 v. Chr. veroverde Julius Caesar in de beroemde Gallische Oorlogen heel het huidige Frankrijk. In zijn boek De bello Gallico (over de Gallische oorlog) schreef hij aan het Romeinse volk en de Senaat hoe hij dat had gedaan. Nog steeds moeten scholieren die Latijn leren dat boek lezen en/of vertalen.	B1
379	In Nederland kun je veel fruit kopen. Fruit is lekker en gezond! In het voorjaar zijn er al aardbeien. Aardbeien zijn klein en rood. Na de zomer zijn er in Nederland appels en peren. In Nederland is ook veel fruit uit het buitenland. Druiven en sinaasappels komen uit Zuid-Europa. Bananen komen uit Azië, Afrika of uit Amerika. Bananen zijn er in de zomer en in de winter. Bananen kun je altijd kopen!	A1
380	Geachte heer/mevrouw, Per 1 juni 2019 fuseren de ambtelijke organisaties van de gemeenten Weesp en Amsterdam. Door de ambtelijke fusie bundelen de gemeenten Weesp en Amsterdam hun uitvoeringskracht. Alle ambtenaren van Weesp komen in dienst van de gemeente Amsterdam. De gemeente Weesp blijft voorlopig bestuurlijk zelfstandig. Pas op z’n vroegst in 2022 zullen de gemeente Weesp en de gemeente Amsterdam ook bestuurlijk fuseren. De ambtelijke fusie heeft gevolgen voor de bedrijfsvoering. En omdat u een leverancier van de gemeente Weesp bent, informeren wij u hierbij wat de fusie voor uw contract(en) betekent Voorlopig blijven contracten ongewijzigd, ook na 1 juni 2019. De gemeente Weesp blijft de contractpartij, ondanks dat de gemeente Amsterdam vanaf 1 juni 2019 uw contract(en) beheert. Voor het beheer van de contracten zijn de inkooporganisaties van Amsterdam, de zogenaamde Lead Buyers, verantwoordelijk. Zij registreren de contracten van Weesp in het contractensysteem van Amsterdam. In verband hiermee, zal de gemeente Weesp voorafgaand aan deze datum een kopie van de beschikbare contractinformatie aan de gemeente Amsterdam verstrekken. Mocht het zo zijn, dat deze contractinformatie onvolledig is, dan zal onze vaste contactpersoon u verzoeken om deze informatie aan te vullen. U behoudt voorlopig uw vaste contactpersoon bij de gemeente Weesp.	B2
381	Wat is de garantie op de fiets? Voor alle artikelen die je bij ons koopt, geldt in ieder geval de wettelijke garantie. Wettelijke garantie wil zeggen dat een product datgene is of moet doen wat de consument er in alle redelijkheid van mag verwachten. Wij gaan nog iets verder dan de wettelijke garantie. Bij normaal gebruik van een Stella fiets geldt een garantietermijn tot 5 jaar, onverminderd de verplichte wettelijke garantie: Frame: 5 jaar garantie Accu: 3 jaar garantie (vraag de adviseur naar de voorwaarden) Overige losse onderdelen: 2 jaar garantie De garantie houdt in dat als er binnen deze termijn iets stuk gaat, Stella het desbetreffende onderdeel kosteloos repareert. De fiets repareren we bij jou aan huis of in één van onze E-bike Servicecenters. Kijk voor uitgebreide informatie in de Algemene Voorwaarden.	B1+
382	Wekelijks vragen cliënten of ik een verwerkersovereenkomst kan beoordelen of opstellen. Een verwerkersovereenkomst is een overeenkomst tussen de verwerkingsverantwoordelijke en de verwerker, waarin – kort gezegd – wordt vastgelegd hoe de verwerker met de persoonsgegevens van de verwerkingsverantwoordelijke moet omgaan. De verwerkingsverantwoordelijke is bijvoorbeeld een zorginstelling die diensten afneemt bij een IT-leverancier. De IT-leverancier kan worden aangemerkt als verwerker. Bij het beoordelen van verwerkersovereenkomsten loop ik regelmatig tegen een aantal 'fouten' aan. Ik zet bewust 'fouten' tussen aanhalingstekens, omdat de huidige wet- en regelgeving (nog) niet altijd even duidelijk is over de invulling van de verwerkersovereenkomst. In mijn ogen bestaat er dan ook niet altijd een goed of fout. Wel ben ik ervan overtuigd dat indien een aantal basiszaken goed worden geregeld, veel juridische narigheid in de toekomst kan worden voorkomen. Hierbij dan ook mijn drie tips voor een goede verwerkersovereenkomst. Tip 1: Wees kritisch op de rechtsverhouding met je contractspartner en stem de verwerkersovereenkomst af op de specifieke situatie Vaak zie ik dat verwerkersovereenkomsten geformuleerd worden als een soort van algemene voorwaarden, die standaard van toepassing worden verklaard op iedere overeenkomst waarbij (mogelijk) sprake is van verwerking van persoonsgegevens. Allereerst dient natuurlijk beoordeeld te worden of überhaupt sprake is van een relatie waarbij een verwerkersovereenkomst moet worden gesloten.	B2
